var_file1,var_file2,type,hash,samples_file1,samples_file2
v0_07,L0x555555558078,uint64,cf04817260105f47,100,100
v0_07,a12,uint64,cf04817260105f47,100,100
KeccakRoundConstants_16,L0x5555555560a0,uint64,c3fdfd116e3b8205,100,100
v_shr_3_1_i,r12_h,uint64,5273e4cc838a1c45,100,100
v_xor_2_i8_3,a32,uint64,e311368ce487f6de,100,100
v_xor_2_i8_3,L0x5555555580c8,uint64,e311368ce487f6de,100,100
KeccakRoundConstants_00,L0x555555556020,uint64,90a4fe5daefa1f05,100,100
state_56,L0x555555558078,uint64,cf04817260105f47,100,100
state_56,a12,uint64,cf04817260105f47,100,100
v_xor_4_i10_4,L0x555555558100,uint64,4f01ca41f05b44d7,100,100
v_xor_4_i10_4,a44,uint64,4f01ca41f05b44d7,100,100
v_shr_2_1_i,r14_h,uint64,cb29abc76d762e78,100,100
v_xor_4_i10_2,a24,uint64,913fccae14beb20e,100,100
v_xor_4_i10_2,L0x5555555580b0,uint64,913fccae14beb20e,100,100
v0_10,L0x555555558090,uint64,7fdfb99467782551,100,100
v0_10,a20,uint64,7fdfb99467782551,100,100
v21,L0x7fffffffd958,uint64,4da44623394ae8d8,100,100
v_xor_2_i8_4,L0x5555555580f0,uint64,2f80aaf53975016e,100,100
v_xor_2_i8_4,rdi,uint64,2f80aaf53975016e,100,100
v_xor_2_i8_4,a42,uint64,2f80aaf53975016e,100,100
KeccakRoundConstants_19,L0x5555555560b8,uint64,4e56650c09ff7a55,100,100
state_104,a23,uint64,54a9f1752463dfc1,100,100
state_104,L0x5555555580a8,uint64,54a9f1752463dfc1,100,100
v_shl_2_4_i,rdi_s,uint64,3cbfac4cfbae2652,100,100
A44,A44,uint64,d4c69606ccb4abb6,100,100
v_shr_1_3_i,rax_h,uint64,f12b041db8e65efd,100,100
A24,A24,uint64,71a0566817f519d3,100,100
a02,a02,uint64,7dc774790785cb0e,100,100
a02,L0x555555558050,uint64,7dc774790785cb0e,100,100
v_shr_2_4_i,rdi_h,uint64,eb5aa802607f0529,100,100
v24,L0x7fffffffd9d0,uint64,bf663a85a06fb74e,100,100
v0_00,L0x555555558040,uint64,557e43a4e4e3e0cd,100,100
v0_00,a00,uint64,557e43a4e4e3e0cd,100,100
v0_06,L0x555555558070,uint64,e0f4bc898329ff32,100,100
v0_06,a11,uint64,e0f4bc898329ff32,100,100
a22,L0x5555555580a0,uint64,6f10fabc367e6a87,100,100
a22,a22,uint64,6f10fabc367e6a87,100,100
A03,A03,uint64,801b1a3da04a65b8,100,100
A04,A04,uint64,e4c67e9eb5324226,100,100
state_88,a21,uint64,b1d6753677a77c94,100,100
state_88,L0x555555558098,uint64,b1d6753677a77c94,100,100
v1,L0x7fffffffd938,uint64,33b262691952dd09,100,100
a20,L0x555555558090,uint64,7fdfb99467782551,100,100
a20,a20,uint64,7fdfb99467782551,100,100
v0_17,a32,uint64,e311368ce487f6de,100,100
v0_17,L0x5555555580c8,uint64,e311368ce487f6de,100,100
A40,A40,uint64,e1f8932df5e42a58,100,100
v0_21,a41,uint64,e6becbe3621aeff1,100,100
v0_21,L0x5555555580e8,uint64,e6becbe3621aeff1,100,100
KeccakRoundConstants_02,L0x555555556030,uint64,68d0f6a280819405,100,100
state_120,a30,uint64,c2424bdd9ebe06d3,100,100
state_120,L0x5555555580b8,uint64,c2424bdd9ebe06d3,100,100
v8,L0x7fffffffd990,uint64,a2ae1613d881a005,100,100
v6,L0x7fffffffd940,uint64,ae6ecbe3e7ccd995,100,100
state_128,a31,uint64,ea9e70a2243a4584,100,100
state_128,L0x5555555580c0,uint64,ea9e70a2243a4584,100,100
KeccakRoundConstants_11,L0x555555556078,uint64,2599ee84d84a485,100,100
v0_24,L0x555555558100,uint64,4f01ca41f05b44d7,100,100
v0_24,a44,uint64,4f01ca41f05b44d7,100,100
v_xor_i6_4,L0x5555555580e0,uint64,ac0916d8beb981e0,100,100
v_xor_i6_4,a40,uint64,ac0916d8beb981e0,100,100
state_152,L0x5555555580d8,uint64,3ce95051df2a4fcd,100,100
state_152,a34,uint64,3ce95051df2a4fcd,100,100
state_152,r10,uint64,3ce95051df2a4fcd,100,100
a40,L0x5555555580e0,uint64,ac0916d8beb981e0,100,100
a40,a40,uint64,ac0916d8beb981e0,100,100
a43,L0x5555555580f8,uint64,52877a14dbd74b44,100,100
a43,a43,uint64,52877a14dbd74b44,100,100
a43,rcx,uint64,52877a14dbd74b44,100,100
v_shl_1_3_i,rax_s,uint64,2f33df39722cfb14,100,100
v_neg_2_i_3,r13,uint64,28e125a8b36dbda8,100,100
state_80,L0x555555558090,uint64,7fdfb99467782551,100,100
state_80,a20,uint64,7fdfb99467782551,100,100
v_shl_3_1_i,r12_s,uint64,78953d4076e1c56a,100,100
v19,L0x7fffffffd9c8,uint64,df10c9bf4f5bc93,100,100
v22,L0x7fffffffd980,uint64,16be73c458d416f2,100,100
KeccakRoundConstants_15,L0x555555556098,uint64,2673c7ef6eb5ddfd,100,100
A01,A01,uint64,9fc725ca3395ded4,100,100
state_72,L0x555555558088,uint64,bd8733b9956cc38a,100,100
state_72,a14,uint64,bd8733b9956cc38a,100,100
state_192,L0x555555558100,uint64,4f01ca41f05b44d7,100,100
state_192,a44,uint64,4f01ca41f05b44d7,100,100
a03,a03,uint64,2fbd71b68835d4e7,100,100
a03,L0x555555558058,uint64,2fbd71b68835d4e7,100,100
state_168,a41,uint64,e6becbe3621aeff1,100,100
state_168,L0x5555555580e8,uint64,e6becbe3621aeff1,100,100
v0_05,a10,uint64,900acf5869fc8f6b,100,100
v0_05,L0x555555558068,uint64,900acf5869fc8f6b,100,100
A13,A13,uint64,e19def3f010bbc8b,100,100
v0_09,L0x555555558088,uint64,bd8733b9956cc38a,100,100
v0_09,a14,uint64,bd8733b9956cc38a,100,100
v_xor_1_i7_4,a41,uint64,e6becbe3621aeff1,100,100
v_xor_1_i7_4,L0x5555555580e8,uint64,e6becbe3621aeff1,100,100
v0_18,a33,uint64,d592f4364b1fce7e,100,100
v0_18,L0x5555555580d0,uint64,d592f4364b1fce7e,100,100
v0_18,rbp,uint64,d592f4364b1fce7e,100,100
v_shl_4_1_i,rdx_s,uint64,266e95cde5c32520,100,100
v_shl_496_i,rbx_s,uint64,959c81c62ae85fb0,100,100
v0_22,L0x5555555580f0,uint64,2f80aaf53975016e,100,100
v0_22,rdi,uint64,2f80aaf53975016e,100,100
v0_22,a42,uint64,2f80aaf53975016e,100,100
state_8,a01,uint64,2b94180242e211b0,100,100
state_8,L0x555555558048,uint64,2b94180242e211b0,100,100
a12,L0x555555558078,uint64,cf04817260105f47,100,100
a12,a12,uint64,cf04817260105f47,100,100
v0_03,a03,uint64,2fbd71b68835d4e7,100,100
v0_03,L0x555555558058,uint64,2fbd71b68835d4e7,100,100
v_xor_1_i7,a01,uint64,2b94180242e211b0,100,100
v_xor_1_i7,L0x555555558048,uint64,2b94180242e211b0,100,100
v0_16,a31,uint64,ea9e70a2243a4584,100,100
v0_16,L0x5555555580c0,uint64,ea9e70a2243a4584,100,100
v_xor_3_i9_1,a13,uint64,5799d18e8e4a7aa6,100,100
v_xor_3_i9_1,L0x555555558080,uint64,5799d18e8e4a7aa6,100,100
a30,a30,uint64,c2424bdd9ebe06d3,100,100
a30,L0x5555555580b8,uint64,c2424bdd9ebe06d3,100,100
A02,A02,uint64,9059d4eb876c9546,100,100
v18,L0x7fffffffd9a0,uint64,e1207db6f2e368,100,100
v18,r8,uint64,e1207db6f2e368,100,100
A34,A34,uint64,afbd6d2c9ea172bc,100,100
v_xor_1_i7_2,a21,uint64,b1d6753677a77c94,100,100
v_xor_1_i7_2,L0x555555558098,uint64,b1d6753677a77c94,100,100
KeccakRoundConstants_07,L0x555555556058,uint64,94b80a4dcbfaabd,100,100
v_xor_3_i9_3,a33,uint64,d592f4364b1fce7e,100,100
v_xor_3_i9_3,L0x5555555580d0,uint64,d592f4364b1fce7e,100,100
v_xor_3_i9_3,rbp,uint64,d592f4364b1fce7e,100,100
a23,a23,uint64,54a9f1752463dfc1,100,100
a23,L0x5555555580a8,uint64,54a9f1752463dfc1,100,100
v_xor_2_1110_i,r14,uint64,8becbc3c48161126,100,100
A41,A41,uint64,aac2317f344e2abd,100,100
state_48,L0x555555558070,uint64,e0f4bc898329ff32,100,100
state_48,a11,uint64,e0f4bc898329ff32,100,100
v_xor_i6_2,L0x555555558090,uint64,7fdfb99467782551,100,100
v_xor_i6_2,a20,uint64,7fdfb99467782551,100,100
state_144,a33,uint64,d592f4364b1fce7e,100,100
state_144,L0x5555555580d0,uint64,d592f4364b1fce7e,100,100
state_144,rbp,uint64,d592f4364b1fce7e,100,100
v2,L0x7fffffffd960,uint64,1edc782e930d5661,100,100
v_xor_2_i8,a02,uint64,7dc774790785cb0e,100,100
v_xor_2_i8,L0x555555558050,uint64,7dc774790785cb0e,100,100
A11,A11,uint64,2ec614f71a728913,100,100
KeccakRoundConstants_21,L0x5555555560c8,uint64,61ee1faff3601ee5,100,100
A14,A14,uint64,70ba9f0f898f5e0e,100,100
v0_04,a04,uint64,969ea81e2942b1fe,100,100
v0_04,L0x555555558060,uint64,969ea81e2942b1fe,100,100
v9,L0x7fffffffd9b8,uint64,c5d1845809952f05,100,100
KeccakRoundConstants_04,L0x555555556040,uint64,2da047dc25e65165,100,100
v_xor_4_1112_i,rdx,uint64,4db7ebf35c8ba4cc,100,100
KeccakRoundConstants_06,L0x5555555560c0,uint64,a3d20f44a6111b05,100,100
KeccakRoundConstants_06,L0x555555556050,uint64,a3d20f44a6111b05,100,100
v_xor_4_i10_1,L0x555555558088,uint64,bd8733b9956cc38a,100,100
v_xor_4_i10_1,a14,uint64,bd8733b9956cc38a,100,100
state_0,L0x555555558040,uint64,557e43a4e4e3e0cd,100,100
state_0,a00,uint64,557e43a4e4e3e0cd,100,100
KeccakRoundConstants_14,L0x555555556090,uint64,a7e3ff1c4cb31245,100,100
a21,a21,uint64,b1d6753677a77c94,100,100
a21,L0x555555558098,uint64,b1d6753677a77c94,100,100
v0_13,a23,uint64,54a9f1752463dfc1,100,100
v0_13,L0x5555555580a8,uint64,54a9f1752463dfc1,100,100
v7,L0x7fffffffd968,uint64,a83629217ad6730f,100,100
A12,A12,uint64,9041d2b285c16ef2,100,100
